Patron,Salida_RNA,Salida_Esperada,Correcto
2293,bkl,nv,NO
2294,nv,nv,SI
2295,nv,nv,SI
2296,bcc,nv,NO
2297,akiec,nv,NO
2298,akiec,mel,NO
2299,vasc,bkl,NO
2300,df,mel,NO
2301,akiec,mel,NO
2302,bkl,nv,NO
2303,bcc,nv,NO
2304,mel,nv,NO
2305,vasc,nv,NO
2306,akiec,df,NO
2307,akiec,akiec,SI
2308,vasc,nv,NO
2309,mel,bkl,NO
2310,mel,nv,NO
2311,bcc,bcc,SI
2312,mel,nv,NO
2313,akiec,nv,NO
2314,nv,nv,SI
2315,bcc,bkl,NO
2316,akiec,nv,NO
2317,akiec,nv,NO
2318,mel,nv,NO
2319,akiec,bkl,NO
2320,akiec,akiec,SI
2321,akiec,bkl,NO
2322,bcc,nv,NO
2323,bcc,nv,NO
2324,mel,bkl,NO
2325,bcc,nv,NO
2326,akiec,mel,NO
2327,akiec,nv,NO
2328,nv,nv,SI
2329,bcc,nv,NO
2330,bkl,bkl,SI
2331,mel,nv,NO
2332,mel,bkl,NO
2333,mel,vasc,NO
2334,mel,mel,SI
2335,mel,nv,NO
2336,nv,nv,SI
2337,nv,nv,SI
2338,mel,nv,NO
2339,nv,nv,SI
2340,mel,nv,NO
2341,nv,nv,SI
2342,bcc,nv,NO
2343,nv,nv,SI
2344,nv,nv,SI
2345,nv,nv,SI
2346,nv,nv,SI
2347,nv,nv,SI
2348,nv,nv,SI
2349,mel,nv,NO
2350,nv,nv,SI
2351,vasc,nv,NO
2352,bcc,akiec,NO
2353,mel,nv,NO
2354,bcc,nv,NO
2355,vasc,nv,NO
2356,vasc,nv,NO
2357,nv,nv,SI
2358,bcc,nv,NO
2359,nv,nv,SI
2360,bcc,bcc,SI
2361,bcc,nv,NO
2362,nv,nv,SI
2363,nv,nv,SI
2364,nv,mel,NO
2365,vasc,nv,NO
2366,nv,nv,SI
2367,bcc,nv,NO
2368,mel,mel,SI
2369,akiec,nv,NO
2370,akiec,nv,NO
2371,vasc,nv,NO
2372,vasc,nv,NO
2373,akiec,bkl,NO
2374,mel,nv,NO
2375,bcc,nv,NO
2376,mel,mel,SI
2377,nv,nv,SI
2378,mel,nv,NO
2379,akiec,nv,NO
2380,bkl,nv,NO
2381,nv,nv,SI
2382,mel,nv,NO
2383,bcc,bkl,NO
2384,akiec,bkl,NO
2385,nv,nv,SI
2386,bcc,bkl,NO
2387,nv,nv,SI
2388,nv,nv,SI
2389,mel,nv,NO
2390,bcc,bcc,SI
2391,mel,nv,NO
2392,vasc,nv,NO
2393,mel,nv,NO
2394,akiec,nv,NO
2395,nv,nv,SI
2396,nv,nv,SI
2397,nv,nv,SI
2398,nv,mel,NO
2399,mel,mel,SI
2400,akiec,bkl,NO
2401,nv,nv,SI
2402,mel,nv,NO
2403,df,bkl,NO
2404,df,nv,NO
2405,nv,nv,SI
2406,akiec,akiec,SI
2407,mel,nv,NO
2408,nv,nv,SI
2409,bcc,nv,NO
2410,bcc,nv,NO
2411,mel,mel,SI
2412,vasc,nv,NO
2413,bkl,nv,NO
2414,nv,nv,SI
2415,bkl,nv,NO
2416,mel,nv,NO
2417,bcc,nv,NO
2418,bcc,nv,NO
2419,bcc,nv,NO
2420,akiec,nv,NO
2421,nv,nv,SI
2422,nv,nv,SI
2423,akiec,nv,NO
2424,bcc,nv,NO
2425,bcc,nv,NO
2426,mel,nv,NO
2427,akiec,bkl,NO
2428,nv,nv,SI
2429,akiec,akiec,SI
2430,akiec,bcc,NO
2431,nv,nv,SI
2432,nv,nv,SI
2433,nv,nv,SI
2434,bcc,nv,NO
2435,nv,bcc,NO
2436,bcc,vasc,NO
2437,bcc,nv,NO
2438,nv,nv,SI
2439,nv,nv,SI
2440,nv,mel,NO
2441,vasc,bkl,NO
2442,nv,nv,SI
2443,nv,nv,SI
2444,nv,nv,SI
2445,akiec,bcc,NO
2446,nv,nv,SI
2447,nv,mel,NO
2448,mel,nv,NO
2449,bkl,nv,NO
2450,nv,nv,SI
2451,nv,nv,SI
2452,akiec,nv,NO
2453,vasc,nv,NO
2454,nv,mel,NO
2455,mel,mel,SI
2456,nv,nv,SI
2457,bkl,bkl,SI
2458,nv,nv,SI
2459,vasc,nv,NO
2460,nv,nv,SI
2461,nv,bkl,NO
2462,bcc,nv,NO
2463,vasc,bcc,NO
2464,bkl,bkl,SI
2465,mel,nv,NO
2466,nv,nv,SI
2467,nv,nv,SI
2468,mel,nv,NO
2469,df,nv,NO
2470,df,nv,NO
2471,akiec,bkl,NO
2472,bcc,bkl,NO
2473,nv,nv,SI
2474,nv,nv,SI
2475,mel,bkl,NO
2476,bkl,nv,NO
2477,nv,nv,SI
2478,akiec,nv,NO
2479,mel,nv,NO
2480,nv,nv,SI
2481,nv,nv,SI
2482,nv,nv,SI
2483,akiec,nv,NO
2484,nv,bkl,NO
2485,nv,nv,SI
2486,nv,nv,SI
2487,df,nv,NO
2488,nv,nv,SI
2489,mel,nv,NO
2490,nv,mel,NO
2491,mel,nv,NO
2492,nv,nv,SI
2493,nv,nv,SI
2494,nv,nv,SI
2495,nv,nv,SI
2496,nv,nv,SI
2497,nv,nv,SI
2498,nv,nv,SI
2499,mel,mel,SI
2500,mel,mel,SI
2501,akiec,bkl,NO
2502,nv,nv,SI
2503,vasc,nv,NO
