Patron,Salida_RNA,Salida_Esperada,Correcto
2335,nv,nv,SI
2336,nv,nv,SI
2337,mel,nv,NO
2338,nv,nv,SI
2339,nv,nv,SI
2340,mel,nv,NO
2341,nv,nv,SI
2342,nv,nv,SI
2343,nv,nv,SI
2344,nv,nv,SI
2345,nv,nv,SI
2346,nv,nv,SI
2347,nv,nv,SI
2348,mel,nv,NO
2349,nv,nv,SI
2350,nv,nv,SI
2351,nv,nv,SI
2352,bcc,akiec,NO
2353,nv,nv,SI
2354,nv,nv,SI
2355,nv,nv,SI
2356,nv,nv,SI
2357,nv,nv,SI
2358,nv,nv,SI
2359,nv,nv,SI
2360,bcc,bcc,SI
2361,nv,nv,SI
2362,nv,nv,SI
2363,nv,nv,SI
2364,bkl,mel,NO
2365,nv,nv,SI
2366,nv,nv,SI
2367,vasc,nv,NO
2368,mel,mel,SI
2369,nv,nv,SI
2370,nv,nv,SI
2371,nv,nv,SI
2372,nv,nv,SI
2373,akiec,bkl,NO
2374,nv,nv,SI
2375,nv,nv,SI
2376,nv,mel,NO
2377,nv,nv,SI
2378,bkl,nv,NO
2379,nv,nv,SI
2380,nv,nv,SI
2381,nv,nv,SI
2382,nv,nv,SI
2383,mel,bkl,NO
2384,bkl,bkl,SI
2385,nv,nv,SI
2386,bcc,bkl,NO
2387,mel,nv,NO
2388,mel,nv,NO
2389,bkl,nv,NO
2390,bkl,bcc,NO
2391,mel,nv,NO
2392,nv,nv,SI
2393,nv,nv,SI
2394,nv,nv,SI
2395,nv,nv,SI
2396,nv,nv,SI
2397,nv,nv,SI
2398,nv,mel,NO
2399,nv,mel,NO
2400,bkl,bkl,SI
2401,nv,nv,SI
2402,nv,nv,SI
2403,mel,bkl,NO
2404,nv,nv,SI
2405,nv,nv,SI
2406,bkl,akiec,NO
2407,nv,nv,SI
2408,nv,nv,SI
2409,nv,nv,SI
2410,nv,nv,SI
2411,nv,mel,NO
2412,nv,nv,SI
2413,nv,nv,SI
2414,nv,nv,SI
2415,mel,nv,NO
2416,nv,nv,SI
2417,akiec,nv,NO
2418,nv,nv,SI
2419,nv,nv,SI
2420,akiec,nv,NO
2421,nv,nv,SI
2422,nv,nv,SI
2423,nv,nv,SI
2424,nv,nv,SI
2425,nv,nv,SI
2426,nv,nv,SI
2427,bkl,bkl,SI
2428,nv,nv,SI
2429,bkl,akiec,NO
2430,bcc,bcc,SI
2431,nv,nv,SI
2432,nv,nv,SI
2433,nv,nv,SI
2434,nv,nv,SI
2435,nv,bcc,NO
2436,nv,vasc,NO
2437,bkl,nv,NO
2438,nv,nv,SI
2439,nv,nv,SI
2440,nv,mel,NO
2441,bkl,bkl,SI
2442,nv,nv,SI
2443,nv,nv,SI
2444,nv,nv,SI
2445,nv,bcc,NO
2446,nv,nv,SI
2447,mel,mel,SI
2448,mel,nv,NO
2449,bkl,nv,NO
2450,nv,nv,SI
2451,nv,nv,SI
2452,nv,nv,SI
2453,nv,nv,SI
2454,nv,mel,NO
2455,mel,mel,SI
2456,nv,nv,SI
2457,nv,bkl,NO
2458,nv,nv,SI
2459,bcc,nv,NO
2460,nv,nv,SI
2461,nv,bkl,NO
2462,nv,nv,SI
2463,nv,bcc,NO
2464,bkl,bkl,SI
2465,nv,nv,SI
2466,nv,nv,SI
2467,nv,nv,SI
2468,bkl,nv,NO
2469,bkl,nv,NO
2470,mel,nv,NO
2471,bkl,bkl,SI
2472,nv,bkl,NO
2473,nv,nv,SI
2474,nv,nv,SI
2475,mel,bkl,NO
2476,nv,nv,SI
2477,nv,nv,SI
2478,mel,nv,NO
2479,nv,nv,SI
2480,nv,nv,SI
2481,nv,nv,SI
2482,nv,nv,SI
2483,nv,nv,SI
2484,nv,bkl,NO
2485,nv,nv,SI
2486,nv,nv,SI
2487,nv,nv,SI
2488,nv,nv,SI
2489,nv,nv,SI
2490,bkl,mel,NO
2491,nv,nv,SI
2492,nv,nv,SI
2493,nv,nv,SI
2494,nv,nv,SI
2495,bkl,nv,NO
2496,nv,nv,SI
2497,nv,nv,SI
2498,nv,nv,SI
2499,mel,mel,SI
2500,nv,mel,NO
2501,bkl,bkl,SI
2502,nv,nv,SI
2503,nv,nv,SI
